job_title,company_name,company_location,salary_usd,experience_level,employment_type,remote_ratio,required_skills,industry,posting_date
Head of AI,Cognitive Computing,Japan,154550,EX,PT,50,"Hadoop, PyTorch, Deep Learning, Docker",Education,2024-07-10
Principal Data Scientist,Advanced Robotics,Switzerland,118508,EN,CT,0,"TensorFlow, Linux, SQL, Mathematics, GCP",Consulting,2024-11-01
AI Specialist,Neural Networks Co,Austria,104755,EX,FL,50,"TensorFlow, R, Tableau, Statistics",Education,2024-01-10
Autonomous Systems Engineer,Cognitive Computing,Germany,72427,MI,FL,0,"Scala, Java, SQL, Tableau",Healthcare,2024-05-19
Principal Data Scientist,Advanced Robotics,Israel,59891,EN,PT,100,"Scala, Python, TensorFlow, Docker, Computer Vision",Media,2024-04-11
Research Scientist,TechCorp Inc,South Korea,51605,MI,FT,50,"Tableau, Data Visualization, Git, Python",Retail,2025-04-02
Machine Learning Engineer,Quantum Computing Inc,Netherlands,209900,EX,FT,50,"Kubernetes, AWS, Mathematics",Real Estate,2025-01-09
Data Scientist,DeepTech Ventures,Australia,134902,SE,FL,100,"Git, Data Visualization, AWS, Python, Deep Learning",Education,2025-03-14
Autonomous Systems Engineer,Smart Analytics,Singapore,130078,SE,PT,100,"Git, PyTorch, R",Gaming,2024-12-07
Data Engineer,Cloud AI Solutions,China,166159,EX,FT,50,"Java, Docker, AWS",Manufacturing,2024-01-22
AI Specialist,DeepTech Ventures,Israel,54590,MI,FL,100,"SQL, TensorFlow, Data Visualization",Automotive,2025-02-14
Robotics Engineer,DataVision Ltd,Australia,151986,SE,PT,0,"SQL, Statistics, Computer Vision, MLOps",Retail,2024-04-17
AI Product Manager,Machine Intelligence Group,Austria,36134,EN,FT,0,"Data Visualization, Git, Deep Learning, GCP",Technology,2025-03-04
ML Ops Engineer,Autonomous Tech,Ireland,49957,EN,CT,100,"Data Visualization, GCP, Statistics, PyTorch, Spark",Automotive,2024-12-21
Research Scientist,Cloud AI Solutions,Finland,52348,MI,CT,0,"Git, Linux, MLOps, Azure",Energy,2024-04-01
AI Specialist,Autonomous Tech,Austria,115655,SE,CT,50,"Hadoop, GCP, TensorFlow, Java, PyTorch",Finance,2025-03-04
Data Engineer,DataVision Ltd,United States,139759,SE,PT,0,"Azure, Python, Statistics, Git",Manufacturing,2024-05-01
Machine Learning Engineer,DataVision Ltd,Ireland,141336,EX,CT,100,"Python, TensorFlow, Tableau",Healthcare,2025-01-22
NLP Engineer,DeepTech Ventures,China,63306,MI,PT,100,"Python, Java, NLP",Telecommunications,2024-10-19
Research Scientist,Quantum Computing Inc,Ireland,55144,EN,CT,100,"TensorFlow, Java, Scala, Linux, AWS",Finance,2024-04-26
Autonomous Systems Engineer,Future Systems,France,101329,SE,FL,50,"Docker, Hadoop, Tableau, Mathematics",Manufacturing,2024-03-06
AI Consultant,TechCorp Inc,India,36071,EN,FL,100,"PyTorch, Kubernetes, GCP, SQL, MLOps",Transportation,2025-01-24
Research Scientist,Machine Intelligence Group,Sweden,199499,EX,PT,50,"SQL, Python, Git",Telecommunications,2025-03-17
AI Research Scientist,Cloud AI Solutions,Sweden,285250,EX,FT,50,"Mathematics, AWS, Deep Learning",Technology,2024-01-27
AI Specialist,Digital Transformation LLC,Ireland,58052,EN,CT,100,"SQL, Data Visualization, Scala",Finance,2024-03-21
Principal Data Scientist,Machine Intelligence Group,Ireland,78689,SE,PT,100,"Deep Learning, Python, SQL",Media,2024-08-06
Research Scientist,DataVision Ltd,United Kingdom,128135,SE,FL,50,"Linux, SQL, Python, Hadoop",Media,2025-03-12
Data Scientist,Predictive Systems,South Korea,165715,EX,CT,50,"Hadoop, AWS, Tableau",Media,2025-04-16
AI Software Engineer,Cognitive Computing,Australia,127656,SE,FL,100,"Java, Python, Mathematics",Transportation,2024-06-12
Computer Vision Engineer,AI Innovations,Ireland,102408,EX,PT,50,"Mathematics, Linux, Data Visualization, Spark",Telecommunications,2024-12-21
AI Specialist,Algorithmic Solutions,United States,101929,EN,CT,0,"Git, Docker, SQL, R",Healthcare,2024-02-23
NLP Engineer,Machine Intelligence Group,Japan,65534,SE,PT,50,"Linux, Computer Vision, SQL",Real Estate,2025-01-12
Robotics Engineer,Predictive Systems,China,70173,MI,FL,100,"Deep Learning, TensorFlow, NLP, Mathematics, Git",Real Estate,2024-03-10
AI Software Engineer,Algorithmic Solutions,India,59191,EN,FT,50,"Java, Kubernetes, NLP, Deep Learning, Git",Real Estate,2024-06-03
AI Software Engineer,Smart Analytics,Norway,179097,SE,CT,100,"NLP, Scala, Computer Vision, Git, GCP",Retail,2024-07-08
ML Ops Engineer,Future Systems,Ireland,119987,SE,PT,0,"TensorFlow, MLOps, Data Visualization",Media,2024-03-28
AI Product Manager,Quantum Computing Inc,Denmark,92510,EN,CT,100,"SQL, Spark, Computer Vision, Python, NLP",Gaming,2024-04-17
Machine Learning Researcher,Quantum Computing Inc,Norway,93231,EN,FT,0,"Computer Vision, Git, NLP",Retail,2024-11-29
Computer Vision Engineer,AI Innovations,Australia,98882,MI,CT,100,"GCP, R, Hadoop, Kubernetes",Retail,2025-04-30
Robotics Engineer,Quantum Computing Inc,China,158338,EX,FT,100,"GCP, TensorFlow, Spark, Git",Energy,2024-07-18
AI Architect,Algorithmic Solutions,Switzerland,311223,EX,FL,100,"Kubernetes, Computer Vision, Docker, Deep Learning",Manufacturing,2024-02-11
AI Research Scientist,AI Innovations,Canada,116274,SE,CT,50,"TensorFlow, Git, Deep Learning, Statistics",Media,2024-10-06
AI Product Manager,Algorithmic Solutions,China,60131,EN,FT,100,"Hadoop, Spark, Git, Python",Telecommunications,2024-03-25
ML Ops Engineer,TechCorp Inc,Japan,118264,SE,FL,100,"Scala, PyTorch, Java",Telecommunications,2024-10-22
Deep Learning Engineer,Neural Networks Co,Sweden,89090,MI,FL,100,"Computer Vision, PyTorch, NLP, Git, Scala",Healthcare,2025-03-21
AI Architect,DataVision Ltd,China,55751,MI,FL,50,"Data Visualization, Python, Deep Learning, Git",Media,2024-08-16
Deep Learning Engineer,Predictive Systems,United States,74870,EN,FL,0,"NLP, Data Visualization, Python, Docker",Transportation,2024-06-13
Principal Data Scientist,Advanced Robotics,Sweden,156745,EX,FT,0,"Git, TensorFlow, Scala, GCP",Finance,2024-03-30
Data Analyst,Neural Networks Co,Australia,120715,SE,CT,0,"Kubernetes, PyTorch, Computer Vision",Real Estate,2024-06-29
ML Ops Engineer,Predictive Systems,Israel,66766,MI,CT,0,"Azure, Linux, Scala, Mathematics, NLP",Telecommunications,2024-11-01
Robotics Engineer,Quantum Computing Inc,United Kingdom,54635,EN,PT,50,"SQL, Scala, Azure",Automotive,2024-01-30
Data Analyst,TechCorp Inc,Denmark,154228,SE,FL,50,"Git, Python, TensorFlow",Healthcare,2024-03-13
Data Analyst,DataVision Ltd,Switzerland,200731,EX,FT,0,"GCP, SQL, MLOps, Mathematics, R",Education,2024-01-25
AI Specialist,DataVision Ltd,South Korea,47887,EN,FL,100,"Kubernetes, TensorFlow, Statistics, Mathematics",Automotive,2024-01-03
AI Software Engineer,AI Innovations,United Kingdom,75284,MI,FL,100,"Tableau, SQL, PyTorch, Deep Learning",Consulting,2025-04-16
AI Product Manager,AI Innovations,Norway,229928,EX,CT,0,"Kubernetes, Docker, Computer Vision",Education,2024-11-18
AI Product Manager,Digital Transformation LLC,United States,129684,SE,FL,0,"NLP, Linux, Python",Transportation,2024-08-25
Principal Data Scientist,Digital Transformation LLC,Switzerland,96365,EN,PT,50,"Hadoop, Python, MLOps, Mathematics",Education,2024-12-03
AI Specialist,Neural Networks Co,Japan,147119,EX,PT,100,"Kubernetes, Git, Java",Retail,2024-12-18
AI Research Scientist,Future Systems,Germany,76797,EN,CT,0,"Docker, Tableau, Azure, Java",Telecommunications,2025-01-23
Data Scientist,Advanced Robotics,Austria,52753,MI,FT,100,"Kubernetes, NLP, AWS, Computer Vision, Scala",Technology,2025-04-11
Deep Learning Engineer,Algorithmic Solutions,Ireland,117572,EX,CT,100,"Deep Learning, Mathematics, R, Scala",Transportation,2025-04-23
AI Product Manager,Cloud AI Solutions,Ireland,35544,EN,PT,0,"Kubernetes, SQL, GCP, Computer Vision, AWS",Manufacturing,2024-03-14
Data Scientist,Advanced Robotics,Sweden,87231,MI,PT,100,"R, GCP, Tableau, Azure, SQL",Telecommunications,2025-04-30
AI Architect,Quantum Computing Inc,Ireland,95926,SE,PT,100,"Spark, PyTorch, Linux, Data Visualization, TensorFlow",Technology,2024-06-23
Data Scientist,Machine Intelligence Group,Germany,197875,EX,FT,0,"Kubernetes, Mathematics, Scala, Data Visualization, Linux",Gaming,2024-02-18
Data Engineer,Autonomous Tech,Austria,57854,MI,FL,0,"Linux, Deep Learning, Spark",Automotive,2024-08-25
Autonomous Systems Engineer,Smart Analytics,Singapore,135023,SE,FL,100,"Scala, PyTorch, Statistics, SQL",Real Estate,2024-06-05
AI Architect,Predictive Systems,United States,70238,EN,FL,100,"Data Visualization, PyTorch, TensorFlow, Python",Technology,2024-08-05
Data Analyst,TechCorp Inc,Japan,54451,EN,PT,0,"R, Docker, Statistics",Gaming,2024-01-26
Autonomous Systems Engineer,AI Innovations,Netherlands,79859,EN,CT,100,"Kubernetes, Hadoop, Statistics, Python",Transportation,2024-09-08
AI Product Manager,Future Systems,China,145785,EX,FL,50,"Tableau, Computer Vision, Java",Telecommunications,2025-03-14
NLP Engineer,Neural Networks Co,United Kingdom,95738,EN,FL,0,"NLP, Linux, Python, TensorFlow",Technology,2024-06-21
Computer Vision Engineer,Autonomous Tech,Israel,166607,EX,FT,100,"Linux, Scala, Statistics, PyTorch, NLP",Transportation,2025-02-01
AI Software Engineer,TechCorp Inc,South Korea,205682,EX,CT,50,"Linux, Azure, Tableau, Data Visualization",Automotive,2024-11-25
Robotics Engineer,Future Systems,Germany,232278,EX,CT,100,"Hadoop, Mathematics, SQL, NLP",Government,2024-01-12
Data Engineer,Quantum Computing Inc,South Korea,93524,SE,PT,100,"Computer Vision, NLP, GCP, Java",Consulting,2024-07-18
AI Research Scientist,Predictive Systems,Denmark,171856,SE,FL,50,"Kubernetes, Statistics, Deep Learning, Spark, Azure",Energy,2024-06-02
Computer Vision Engineer,Cloud AI Solutions,Finland,81648,MI,FT,0,"SQL, TensorFlow, R, Java, Python",Manufacturing,2024-06-23
Deep Learning Engineer,DeepTech Ventures,South Korea,118615,SE,FT,50,"NLP, Python, TensorFlow, PyTorch, Tableau",Technology,2024-09-08
Principal Data Scientist,Cloud AI Solutions,Israel,155084,EX,CT,100,"Tableau, Python, AWS",Retail,2024-09-14
Research Scientist,Quantum Computing Inc,Canada,143438,SE,FT,100,"Java, Data Visualization, Hadoop",Telecommunications,2024-03-25
Machine Learning Engineer,Future Systems,Japan,183728,EX,FT,0,"Computer Vision, Linux, Azure, Statistics, MLOps",Telecommunications,2025-03-13
Data Engineer,DeepTech Ventures,India,59947,MI,PT,50,"Tableau, SQL, Spark, AWS, Mathematics",Gaming,2024-02-19
AI Specialist,Digital Transformation LLC,Norway,112331,EN,PT,50,"Hadoop, Git, GCP, Azure, Spark",Retail,2024-03-18
AI Software Engineer,Advanced Robotics,Japan,99463,SE,CT,100,"Python, AWS, Mathematics",Education,2024-06-12
AI Architect,Predictive Systems,Singapore,90175,MI,FT,50,"Hadoop, Mathematics, R, Computer Vision, Spark",Retail,2024-02-07
AI Architect,Smart Analytics,France,116877,SE,FT,100,"PyTorch, SQL, Kubernetes",Energy,2024-01-21
Data Analyst,Cloud AI Solutions,United Kingdom,202533,EX,FT,0,"GCP, SQL, Mathematics",Media,2024-06-16
Principal Data Scientist,Cognitive Computing,Australia,217078,EX,FT,100,"Kubernetes, Hadoop, GCP, Deep Learning",Healthcare,2025-02-04
ML Ops Engineer,Cloud AI Solutions,Singapore,95558,MI,PT,100,"Tableau, Scala, Python",Manufacturing,2024-05-09
Autonomous Systems Engineer,Autonomous Tech,South Korea,94596,SE,FL,0,"TensorFlow, Mathematics, Statistics",Finance,2024-03-14
Machine Learning Engineer,Future Systems,Denmark,62886,EN,FL,0,"Docker, Computer Vision, SQL, Mathematics, MLOps",Transportation,2024-04-08
Data Engineer,Neural Networks Co,Finland,53084,EN,FL,50,"R, Azure, Git, Python, Java",Transportation,2025-02-19
Data Scientist,Cloud AI Solutions,Norway,113357,MI,FT,0,"Docker, GCP, Tableau, MLOps, AWS",Healthcare,2024-01-17
Research Scientist,Algorithmic Solutions,Israel,122587,EX,CT,0,"Git, Linux, Computer Vision",Telecommunications,2024-02-19
AI Research Scientist,Cloud AI Solutions,Sweden,71256,MI,CT,100,"Mathematics, Docker, Data Visualization, Deep Learning, Linux",Telecommunications,2024-11-21
Research Scientist,Machine Intelligence Group,Canada,92334,MI,PT,0,"PyTorch, SQL, Java, Kubernetes",Education,2024-08-23
Machine Learning Researcher,Autonomous Tech,Switzerland,311778,EX,FL,0,"Python, R, SQL, Mathematics, TensorFlow",Healthcare,2024-01-15
AI Architect,Quantum Computing Inc,China,60146,MI,FT,50,"MLOps, Deep Learning, Data Visualization, R, Computer Vision",Automotive,2025-02-27
Computer Vision Engineer,DataVision Ltd,South Korea,95611,SE,FT,100,"Python, Git, TensorFlow, Deep Learning",Finance,2024-11-26
Machine Learning Researcher,Smart Analytics,Israel,65378,MI,PT,50,"GCP, Java, SQL, Mathematics",Consulting,2025-01-17
NLP Engineer,Machine Intelligence Group,Singapore,103290,MI,FT,100,"R, Python, Linux, Docker",Government,2024-01-28
AI Specialist,Advanced Robotics,France,187362,EX,CT,50,"Data Visualization, Git, Computer Vision, Kubernetes, Python",Gaming,2024-02-12
AI Architect,Cognitive Computing,Finland,95688,SE,FL,0,"Scala, Mathematics, TensorFlow",Media,2024-02-12
Head of AI,Predictive Systems,Israel,47798,MI,CT,100,"TensorFlow, AWS, Computer Vision, GCP",Media,2024-06-12
Data Analyst,AI Innovations,France,70838,EN,FL,100,"Azure, Computer Vision, SQL",Retail,2024-10-27
Machine Learning Engineer,Future Systems,Netherlands,66710,EN,FT,100,"Kubernetes, Statistics, Hadoop, Deep Learning, R",Manufacturing,2025-02-24
ML Ops Engineer,Quantum Computing Inc,India,77937,MI,FL,0,"NLP, Docker, TensorFlow, Azure",Education,2024-11-20
Computer Vision Engineer,TechCorp Inc,United States,242002,EX,CT,50,"AWS, Data Visualization, SQL",Healthcare,2025-02-14
AI Product Manager,DataVision Ltd,United Kingdom,97459,EN,PT,0,"Azure, PyTorch, Git, MLOps, R",Education,2024-04-01
Machine Learning Researcher,Cloud AI Solutions,Australia,62377,EN,PT,0,"Computer Vision, Hadoop, R, SQL",Retail,2024-09-18
AI Research Scientist,Future Systems,Switzerland,132872,SE,CT,0,"SQL, Tableau, Statistics, Data Visualization",Real Estate,2024-09-11
AI Research Scientist,AI Innovations,Singapore,86167,MI,PT,0,"Linux, GCP, Data Visualization, SQL, NLP",Education,2024-04-29
AI Research Scientist,Predictive Systems,South Korea,111923,EX,FT,0,"AWS, Mathematics, Computer Vision, Kubernetes",Transportation,2024-09-11
Machine Learning Engineer,AI Innovations,United Kingdom,60332,EN,FT,100,"R, Kubernetes, GCP, Python",Education,2024-05-22
Machine Learning Engineer,DataVision Ltd,China,157897,EX,PT,50,"Spark, Deep Learning, Kubernetes, Mathematics, Linux",Healthcare,2024-07-29
Autonomous Systems Engineer,Machine Intelligence Group,China,80232,SE,PT,0,"GCP, Statistics, Docker, SQL, Scala",Telecommunications,2025-01-22
ML Ops Engineer,Neural Networks Co,South Korea,162154,EX,PT,50,"MLOps, Linux, Git",Gaming,2025-01-27
Research Scientist,Quantum Computing Inc,Finland,91457,SE,PT,50,"PyTorch, Deep Learning, Computer Vision, Azure",Real Estate,2024-07-13
AI Specialist,Cognitive Computing,Israel,60345,MI,FL,50,"Python, TensorFlow, Data Visualization, Tableau",Healthcare,2025-01-13
ML Ops Engineer,Cognitive Computing,Canada,88585,SE,CT,100,"Git, Scala, Java, NLP",Transportation,2025-01-02
Deep Learning Engineer,Predictive Systems,South Korea,107660,SE,FL,0,"Computer Vision, Python, Hadoop, GCP, TensorFlow",Automotive,2024-10-31
Machine Learning Researcher,Cognitive Computing,United Kingdom,83150,MI,FT,100,"Kubernetes, PyTorch, Docker",Technology,2024-12-03
Deep Learning Engineer,DataVision Ltd,Ireland,49850,EN,PT,0,"Linux, Azure, Deep Learning, TensorFlow, Data Visualization",Automotive,2024-01-16
AI Architect,DeepTech Ventures,India,42829,EN,CT,100,"Java, Hadoop, TensorFlow, Spark",Gaming,2024-12-12
AI Architect,Advanced Robotics,Netherlands,142027,SE,PT,50,"Java, TensorFlow, Python",Consulting,2025-04-10
AI Specialist,Cloud AI Solutions,Switzerland,114754,MI,FT,0,"Java, SQL, GCP, PyTorch",Gaming,2024-11-29
AI Specialist,Autonomous Tech,Singapore,151308,SE,FT,0,"Spark, Git, NLP",Manufacturing,2025-03-27
Autonomous Systems Engineer,Cognitive Computing,Israel,57467,EN,PT,50,"R, Scala, Linux",Real Estate,2024-01-08
AI Research Scientist,Cognitive Computing,Germany,109242,MI,FT,0,"PyTorch, Scala, Linux, Docker, MLOps",Consulting,2024-11-19
Robotics Engineer,DataVision Ltd,Japan,87119,EX,FL,0,"MLOps, SQL, AWS, R, Kubernetes",Education,2025-04-24
AI Architect,DataVision Ltd,Netherlands,64853,EN,CT,50,"TensorFlow, Kubernetes, Docker, Java, R",Automotive,2025-01-17
Principal Data Scientist,Predictive Systems,Ireland,59471,EN,PT,100,"Git, Kubernetes, Python, MLOps",Finance,2024-07-01
Data Analyst,DeepTech Ventures,Finland,172069,EX,CT,100,"Git, Kubernetes, PyTorch, Java, Linux",Gaming,2024-08-20
Machine Learning Engineer,Autonomous Tech,France,63817,MI,FT,0,"Tableau, Mathematics, Docker, Git, MLOps",Gaming,2024-03-29
Robotics Engineer,TechCorp Inc,United Kingdom,164146,SE,FT,0,"Data Visualization, Deep Learning, Azure, GCP",Education,2024-10-09
Robotics Engineer,Smart Analytics,India,79077,MI,FL,0,"GCP, Spark, Scala",Transportation,2024-05-17
AI Software Engineer,Digital Transformation LLC,Finland,155253,EX,FT,100,"Scala, Python, Linux, GCP",Education,2024-07-14
Machine Learning Engineer,DeepTech Ventures,Denmark,91542,EN,CT,50,"AWS, Hadoop, Git",Government,2025-02-11
Machine Learning Researcher,DeepTech Ventures,South Korea,82855,SE,FL,0,"SQL, Python, Tableau, Computer Vision, Docker",Automotive,2024-04-08
ML Ops Engineer,Machine Intelligence Group,Norway,152145,MI,PT,0,"Statistics, Azure, Python",Finance,2024-04-04
Autonomous Systems Engineer,Neural Networks Co,Denmark,95531,EN,PT,0,"PyTorch, Data Visualization, Linux, Git, MLOps",Energy,2024-07-29
Machine Learning Researcher,Algorithmic Solutions,Canada,96962,SE,FL,0,"Statistics, Java, Mathematics",Gaming,2024-02-21
AI Specialist,Cognitive Computing,Germany,112395,MI,FT,50,"SQL, Python, TensorFlow, Azure, Linux",Real Estate,2024-01-25
Data Analyst,Predictive Systems,Sweden,67967,EN,FT,100,"Hadoop, Kubernetes, Data Visualization",Real Estate,2024-09-06
Data Scientist,Future Systems,Ireland,88775,SE,FL,50,"Computer Vision, SQL, Deep Learning, AWS, Java",Government,2024-09-24
NLP Engineer,Quantum Computing Inc,Singapore,121542,SE,PT,100,"Git, SQL, Python, Deep Learning, Spark",Government,2024-10-28
AI Architect,Neural Networks Co,Singapore,221260,EX,FT,100,"Git, Mathematics, NLP, Java",Gaming,2024-07-28
Deep Learning Engineer,AI Innovations,Finland,78353,MI,FT,0,"AWS, Scala, Linux, R, Python",Consulting,2024-07-06
AI Research Scientist,Neural Networks Co,Netherlands,230941,EX,FL,100,"Git, PyTorch, Kubernetes",Automotive,2024-01-20
Computer Vision Engineer,DataVision Ltd,Austria,181104,EX,PT,50,"Python, AWS, Scala, NLP, Kubernetes",Healthcare,2024-09-30
AI Product Manager,Algorithmic Solutions,Switzerland,65469,EN,FT,100,"Hadoop, R, Python, Docker, Tableau",Retail,2024-11-01
AI Architect,Predictive Systems,Singapore,102022,MI,FL,0,"Kubernetes, PyTorch, SQL",Gaming,2024-04-02
Principal Data Scientist,Predictive Systems,Switzerland,308416,EX,PT,100,"GCP, Python, Data Visualization",Government,2024-04-08
Machine Learning Researcher,Cloud AI Solutions,South Korea,92066,SE,PT,0,"Computer Vision, Spark, TensorFlow",Transportation,2025-04-20
Research Scientist,Cloud AI Solutions,Israel,108250,EX,PT,50,"Computer Vision, NLP, Kubernetes",Consulting,2024-03-05
Principal Data Scientist,Predictive Systems,Singapore,196573,EX,PT,100,"Scala, GCP, MLOps",Telecommunications,2025-01-23
AI Architect,Advanced Robotics,Netherlands,97923,MI,PT,100,"Docker, Python, Data Visualization",Gaming,2025-02-23
Deep Learning Engineer,Cloud AI Solutions,United Kingdom,106687,SE,PT,50,"Spark, Python, Azure, Computer Vision, TensorFlow",Manufacturing,2024-09-16
